Country	StockCode	Description	Sum of Revenue	TopValue
EIRE	21211	SET OF 72 SKULL PAPER  DOILIES	17.4	0
EIRE	22142	CHRISTMAS CRAFT WHITE FAIRY	17.4	0
EIRE	23139	SINGLE WIRE HOOK PINK HEART	17.4	0
EIRE	23497	CLASSIC CROME BICYCLE BELL	17.4	0
EIRE	22588	CARD HOLDER GINGHAM HEART	17.34	0
EIRE	22589	CARDHOLDER GINGHAM STAR	17.34	0
EIRE	23235	STORAGE TIN VINTAGE LEAF	17.34	0
EIRE	23517	EMBROIDERED RIBBON REEL REBECCA	17.34	0
EIRE	16048	TEATIME ROUND PENCIL SHARPENER	17.28	0
EIRE	21014	SWISS CHALET TREE DECORATION	17.16	0
EIRE	20702	PINK PADDED MOBILE	17	0
EIRE	21132	SILVER STANDING GNOME	17	0
EIRE	22168	ORGANISER WOOD ANTIQUE WHITE	17	0
EIRE	22194	BLACK DINER WALL CLOCK	17	0
EIRE	22200	FRYING PAN PINK POLKADOT	17	0
EIRE	22215	CAKE STAND WHITE TWO TIER LACE	17	0
EIRE	22497	SET OF 2 TINS VINTAGE BATHROOM	17	0
EIRE	22636	CHILDS BREAKFAST SET CIRCUS PARADE	17	0
EIRE	72807A	SET/3 ROSE CANDLE IN JEWELLED BOX	17	0
EIRE	85036A	GARDENIA 1 WICK MORRIS BOXED CANDLE	17	0
EIRE	90024B	NEW BAROQUE B'FLY NECKLACE RED	17	0
EIRE	84352	SILVER CHRISTMAS TREE BAUBLE STAND	16.95	0
EIRE	10133	COLOURING PENCILS BROWN TUBE	16.8	0
EIRE	23021	GLASS BONNE JAM JAR	16.6	0
EIRE	23070	EDWARDIAN HEART PHOTO FRAME	16.6	0
EIRE	23075	DOUBLE CERAMIC PARLOUR HOOK	16.6	0
EIRE	23256	CHILDRENS CUTLERY SPACEBOY	16.6	0
EIRE	23388	WOODLAND MINI RUCKSACK	16.6	0
EIRE	23389	SPACEBOY MINI BACKPACK	16.6	0
EIRE	23389	SPACEBOY MINI RUCKSACK	16.6	0
EIRE	23390	DOLLY GIRL MINI BACKPACK	16.6	0
EIRE	23390	DOLLY GIRL MINI RUCKSACK	16.6	0
EIRE	23456	MEDIUM PARLOUR PICTURE FRAME	16.6	0
EIRE	84997A	CHILDRENS CUTLERY POLKADOT GREEN	16.6	0
EIRE	20856	DENIM PATCH PURSE PINK BUTTERFLY	16.5	0
EIRE	21934	SKULL SHOULDER BAG	16.5	0
EIRE	21935	SUKI  SHOULDER BAG	16.5	0
EIRE	22080	RIBBON REEL POLKADOTS	16.5	0
EIRE	23543	KEEP CALM WALL ART	16.5	0
EIRE	23428	IVORY RETRO KITCHEN WALL CLOCK	16.3	0
EIRE	23429	RED RETRO KITCHEN WALL CLOCK	16.3	0
EIRE	23430	BLUE RETRO KITCHEN WALL CLOCK	16.3	0
EIRE	16045	POPART WOODEN PENCILS ASST	16	0
EIRE	84600	NEW BAROQUE JEWELLERY BOX	15.9	0
EIRE	84795B	SUNSET CHECK HAMMOCK	15.9	0
EIRE	85135B	BLUE DRAGONFLY HELICOPTER	15.9	0
EIRE	85136A	YELLOW SHARK HELICOPTER	15.9	0
EIRE	20973	12 PENCIL SMALL TUBE WOODLAND	15.6	0
EIRE	20975	12 PENCILS SMALL TUBE RED RETROSPOT	15.6	0
EIRE	21326	AGED GLASS SILVER T-LIGHT HOLDER	15.6	0
EIRE	21899	"KEY FOB , GARAGE DESIGN"	15.6	0
EIRE	21900	"KEY FOB , SHED"	15.6	0
EIRE	21901	"KEY FOB , BACK DOOR"	15.6	0
EIRE	21902	"KEY FOB , FRONT  DOOR"	15.6	0
EIRE	22227	HANGING HEART MIRROR DECORATION	15.6	0
EIRE	22916	HERB MARKER THYME	15.6	0
EIRE	22919	HERB MARKER MINT	15.6	0
EIRE	22921	HERB MARKER CHIVES	15.6	0
EIRE	35598D	PINK/WHITE CHRISTMAS TREE 60CM	15.6	0
EIRE	22781	GUMBALL MAGAZINE RACK	15.3	0
EIRE	17012A	ORIGAMI VANILLA INCENSE/CANDLE SET	15.3	0
EIRE	17012E	ORIGAMI OPIUM INCENSE/CANDLE SET	15.3	0
EIRE	17107D	FLOWER FAIRY 5 DRAWER LINERS	15.3	0
EIRE	17107D	"FLOWER FAIRY,5 SUMMER B'DRAW LINERS"	15.3	0
EIRE	20768	GREEN FERN JOURNAL	15.3	0
EIRE	20771	CHRYSANTHEMUM  JOURNAL	15.3	0
EIRE	20772	GARDEN PATH JOURNAL	15.3	0
EIRE	20893	HANGING BAUBLE T-LIGHT HOLDER SMALL	15.3	0
EIRE	21205	MULTICOLOUR 3D BALLS GARLAND	15.3	0
EIRE	21279	VINTAGE KITCHEN PRINT FRUITS	15.3	0
EIRE	22041	"RECORD FRAME 7"" SINGLE SIZE"	15.3	0
EIRE	22214	CANDLE PLATE LACE WHITE	15.3	0
EIRE	22300	COFFEE MUG DOG + BALL DESIGN	15.3	0
EIRE	22301	COFFEE MUG CAT + BIRD DESIGN	15.3	0
EIRE	22350	ILLUSTRATED CAT BOWL	15.3	0
EIRE	22638	SET OF 4 NAPKIN CHARMS CROWNS	15.3	0
EIRE	22642	SET OF 4 NAPKIN CHARMS STARS	15.3	0
EIRE	72800B	 4 PURPLE FLOCK DINNER CANDLES	15.3	0
EIRE	84508C	BLUE CIRCLES DESIGN TEDDY	15.3	0
EIRE	84584	PINK GINGHAM CAT WITH SCARF	15.3	0
EIRE	84661A	WHITE SQUARE TABLE CLOCK	15.3	0
EIRE	84678	CLASSICAL ROSE SMALL VASE	15.3	0
EIRE	84931A	PINK SCOTTIE DOG W FLOWER PATTERN	15.3	0
EIRE	85071C	"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN"	15.3	0
EIRE	90076	MONTANA DIAMOND CLUSTER EARRINGS	15.3	0
EIRE	90103	PURPLE FRANGIPANI NECKLACE	15.3	0
EIRE	90118	PINK DAISY BAG CHARM	15.3	0
EIRE	90169	DAISY HAIR COMB	15.3	0
EIRE	90174	BUTTERFLY HAIR BAND	15.3	0
EIRE	90208	PAIR OF PINK FLOWER CLUSTER SLIDE	15.3	0
EIRE	21163	DO NOT TOUCH MY STUFF DOOR HANGER	15.16	0
EIRE	22715	CARD WEDDING DAY	15.12	0
EIRE	22815	CARD PSYCHEDELIC APPLES	15.12	0
EIRE	22984	CARD GINGHAM ROSE	15.12	0
EIRE	16012	FOOD/DRINK SPONGE STICKERS	15.12	0
EIRE	72586	SET OF 6 HALLOWEEN GHOST T-LIGHTS	15.12	0
EIRE	18094C	WHITE AND BLUE CERAMIC OIL BURNER	15	0
EIRE	20652	BLUE POLKADOT LUGGAGE TAG	15	0
EIRE	20654	FIRST CLASS LUGGAGE TAG	15	0
EIRE	20655	QUEEN OF SKIES LUGGAGE TAG	15	0
EIRE	20696	FLORAL SOFT CAR TOY	15	0
EIRE	20762	GREEN FERN SKETCHBOOK	15	0
EIRE	20763	DAISY SKETCHBOOK	15	0
EIRE	20866	BLUE ROSE FABRIC MIRROR	15	0
EIRE	20867	PINK ROSE FABRIC MIRROR	15	0
EIRE	21066	VINTAGE RED MUG	15	0
EIRE	21068	VINTAGE BILLBOARD LOVE/HATE MUG	15	0
EIRE	21071	VINTAGE BILLBOARD DRINK ME MUG	15	0
EIRE	21125	SET 6 FOOTBALL CELEBRATION CANDLES	15	0
EIRE	21126	SET OF 6 GIRLS CELEBRATION CANDLES	15	0
EIRE	21137	BLACK RECORD COVER FRAME	15	0
EIRE	21232	STRAWBERRY CERAMIC TRINKET POT	15	0
EIRE	21439	BASKET OF TOADSTOOLS	15	0
EIRE	21615	4 LAVENDER BOTANICAL DINNER CANDLES	15	0
EIRE	21643	ASSORTED TUTTI FRUTTI MIRROR	15	0
EIRE	21870	I CAN ONLY PLEASE ONE PERSON MUG	15	0
EIRE	21949	SET OF 6 STRAWBERRY CHOPSTICKS	15	0
EIRE	22099	CARAVAN SQUARE TISSUE BOX	15	0
EIRE	22108	PING! MICROWAVE PLATE	15	0
EIRE	22127	PARTY CONES CARNIVAL ASSORTED	15	0
EIRE	22128	PARTY CONES CANDY ASSORTED	15	0
EIRE	22204	MILK PAN BLUE POLKADOT	15	0
EIRE	22252	BIRDCAGE DECORATION TEALIGHT HOLDER	15	0
EIRE	22254	FELT TOADSTOOL LARGE	15	0
EIRE	22270	HAPPY EASTER HANGING DECORATION	15	0
EIRE	22279	POCKET BAG BLUE PAISLEY RED SPOT	15	0
EIRE	22399	MAGNETS PACK OF 4 CHILDHOOD MEMORY	15	0
EIRE	22480	RED TEA TOWEL CLASSIC DESIGN	15	0
EIRE	22494	EMERGENCY FIRST AID TIN	15	0
EIRE	22673	FRENCH GARDEN SIGN BLUE METAL	15	0
EIRE	22756	LARGE YELLOW BABUSHKA NOTEBOOK	15	0
EIRE	22800	ANTIQUE TALL SWIRLGLASS TRINKET POT	15	0
EIRE	22805	BLUE DRAWER KNOB ACRYLIC EDWARDIAN	15	0
EIRE	22855	FINE WICKER HEART	15	0
EIRE	22975	SPACEBOY CHILDRENS EGG CUP	15	0
EIRE	22976	CIRCUS PARADE CHILDRENS EGG CUP	15	0
EIRE	23100	SILVER BELLS TABLE DECORATION	15	0
EIRE	23125	6PC WOOD PLATE SET DISPOSABLE	15	0
EIRE	23213	STAR WREATH DECORATION WITH BELL	15	0
EIRE	23218	LAUREL STAR ANTIQUE GOLD	15	0
EIRE	23346	SPACEBOY BEAKER	15	0
EIRE	23352	ROLL WRAP 50'S RED CHRISTMAS	15	0
EIRE	23395	BELLE JARDINIERE CUSHION COVER	15	0
EIRE	23396	LA JARDIN BOTANIQUE CUSHION COVER	15	0
EIRE	23436	VINTAGE CHRISTMAS GIFT BAG LARGE	15	0
EIRE	23480	MINI LIGHTS WOODLAND MUSHROOMS	15	0
EIRE	23502	PLAYING CARDS VINTAGE DOILY	15	0
EIRE	23567	EGG CUP HENRIETTA HEN PINK	15	0
EIRE	23568	EGG CUP HENRIETTA HEN CREAM	15	0
EIRE	23570	TRADITIONAL PICK UP STICKS GAME	15	0
EIRE	37495	FAIRY CAKE BIRTHDAY CANDLE SET	15	0
EIRE	84279B	CHERRY BLOSSOM DECORATIVE FLASK	15	0
EIRE	84509c	SET OF 4 POLKADOT PLACEMATS	15	0
EIRE	84569A	PACK 3 IRON ON DOG PATCHES	15	0
EIRE	84569D	PACK 6 HEART/ICE-CREAM PATCHES	15	0
EIRE	84828	JUNGLE POPSICLES ICE LOLLY MOULDS	15	0
EIRE	84912A	PINK ROSE WASHBAG	15	0
EIRE	84912B	GREEN ROSE WASHBAG	15	0
EIRE	84946	ANTIQUE SILVER TEA GLASS ETCHED	15	0
EIRE	85169A	IVORY LOVE BIRD CANDLE	15	0
EIRE	85169C	EAU DE NIL LOVE BIRD CANDLE	15	0
EIRE	85179A	GREEN BITTY LIGHT CHAIN	15	0
EIRE	85200	BUNNY EGG BOX	15	0
EIRE	90003B	ROSE COLOUR PAIR HEART HAIR SLIDES	15	0
EIRE	90003C	MIDNIGHT BLUE PAIR HEART HAIR SLIDE	15	0
EIRE	90003D	CRYSTAL PAIR HEART HAIR SLIDES	15	0
EIRE	90003E	GREEN PAIR HEART HAIR SLIDES	15	0
EIRE	90022	EDWARDIAN DROP EARRINGS JET BLACK	15	0
EIRE	23149	ANTIQUE IVORY WIRE BOWL SMALL	14.94	0
EIRE	23425	STORAGE TIN HOME SWEET HOME	14.94	0
EIRE	21116	OWL DOORSTOP	14.85	0
EIRE	22223	CAKE PLATE LOVEBIRD PINK	14.85	0
EIRE	22473	TV DINNER TRAY VINTAGE PAISLEY	14.85	0
EIRE	22475	SKULL DESIGN TV DINNER TRAY	14.85	0
EIRE	23413	DECROTIVEVINTAGE COFFEE GRINDER BOX	14.85	0
EIRE	23532	WALL ART WORK REST AND PLAY	14.85	0
EIRE	35241	ENAMEL BLUE RIM BISCUIT BIN	14.85	0
EIRE	84629	WHITE 3 FRAME BIRDS AND TREE	14.85	0
EIRE	85008	SET OF 3 CONEY ISLAND OVAL BOXES	14.85	0
EIRE	90141A	GREEN PENDANT TRIPLE SHELL NECKLACE	14.85	0
EIRE	90141B	IVORY PENDANT TRIPLE SHELL NECKLACE	14.85	0
EIRE	90141C	TURQ PENDANT TRIPLE SHELL NECKLACE	14.85	0
EIRE	90141D	ROSE PENDANT TRIPLE SHELL NECKLACE	14.85	0
EIRE	90141E	ORANGE PENDANT TRIPLE SHELL NECKLAC	14.85	0
EIRE	90192	JADE DROP EARRINGS W FILIGREE	14.85	0
EIRE	21401	BLUE PUDDING SPOON	14.4	0
EIRE	22398	MAGNETS PACK OF 4 SWALLOWS	14.36	0
EIRE	21208	PASTEL COLOUR HONEYCOMB FAN	14.04	0
EIRE	21318	GLASS CHALICE BLUE SMALL	14.04	0
EIRE	21818	GLITTER HEART DECORATION	14.04	0
EIRE	21819	GLITTER CHRISTMAS STAR	14.04	0
EIRE	22092	BLUE PAISLEY TISSUE BOX	14.04	0
EIRE	22093	MOTORING TISSUE BOX	14.04	0
EIRE	21642	ASSORTED TUTTI FRUTTI PEN	13.92	0
EIRE	22614	PACK OF 12 SPACEBOY TISSUES	13.92	0
EIRE	84638	SMALL KITCHEN FLOWER POTS PLAQUE	13.9	0
EIRE	21238	RED RETROSPOT CUP	13.6	0
EIRE	21291	SMALL POLKADOT CHOCOLATE GIFT BAG	13.6	0
EIRE	21422	PORCELAIN ROSE SMALL	13.6	0
EIRE	22249	DECORATION WHITE CHICK MAGIC GARDEN	13.6	0
EIRE	21243	PINK  POLKADOT PLATE	13.52	0
EIRE	21243	PINK POLKADOT PLATE	13.52	0
EIRE	21245	GREEN POLKADOT PLATE	13.52	0
EIRE	21115	ROSE CARAVAN DOORSTOP	13.5	0
EIRE	21579	LOLITA  DESIGN  COTTON TOTE BAG	13.5	0
EIRE	85103	SILVER T-LIGHT SETTING	13.5	0
EIRE	84596G	SMALL CHOCOLATES PINK BOWL	13.44	0
EIRE	90204	PAIR OF ENAMEL BUTTERFLY HAIRCLIP	13.4	0
EIRE	47021G	SET/6 BEAD COASTERS GAUZE BAG GOLD	13.26	0
EIRE	22055	MINI CAKE STAND  HANGING STRAWBERY	13.2	0
EIRE	22331	WOODLAND PARTY BAG + STICKER SET	13.2	0
EIRE	22334	DINOSAUR PARTY BAG + STICKER SET	13.2	0
EIRE	22436	12 COLOURED PARTY BALLOONS	13	0
EIRE	84617	NEW BAROQUE BLACK BOXES	12.75	0
EIRE	84968F	SET OF 16 VINTAGE SKY BLUE CUTLERY	12.75	0
EIRE	85163A	WHITE BAROQUE WALL CLOCK	12.75	0
EIRE	90166	PINK & WHITE ROSEBUD RING	12.75	0
EIRE	22306	SILVER MUG BONE CHINA TREE OF LIFE	12.72	0
EIRE	21003	ROSE DU SUD CUSHION COVER	12.7	0
EIRE	20622	VIPPASSPORT COVER	12.6	0
EIRE	20795	LARGE BLUE PROVENCAL CERAMIC BALL	12.6	0
EIRE	20831	GOLD PHOTO FRAME	12.6	0
EIRE	22101	MIRROR MOSAIC VOTIVE HOLDER	12.6	0
EIRE	22515	CHILDS GARDEN SPADE PINK	12.6	0
EIRE	22517	CHILDS GARDEN RAKE PINK	12.6	0
EIRE	90108	BLUE BLOSSOM HAIR CLIP	12.6	0
EIRE	90209A	PURPLE ENAMEL+GLASS HAIR COMB	12.6	0
EIRE	16235	RECYCLED PENCIL WITH RABBIT ERASER	12.6	0
EIRE	16237	SLEEPING CAT ERASERS	12.6	0
EIRE	21219	SET/4 BADGES BALLOON GIRL	12.5	0
EIRE	22479	DAISY GARDEN MARKER	12.5	0
EIRE	22676	FRENCH BLUE METAL DOOR SIGN 1	12.5	0
EIRE	22677	FRENCH BLUE METAL DOOR SIGN 2	12.5	0
EIRE	22678	FRENCH BLUE METAL DOOR SIGN 3	12.5	0
EIRE	22679	FRENCH BLUE METAL DOOR SIGN 4	12.5	0
EIRE	22680	FRENCH BLUE METAL DOOR SIGN 5	12.5	0
EIRE	22681	FRENCH BLUE METAL DOOR SIGN 6	12.5	0
EIRE	22682	FRENCH BLUE METAL DOOR SIGN 7	12.5	0
EIRE	22683	FRENCH BLUE METAL DOOR SIGN 8	12.5	0
EIRE	22684	FRENCH BLUE METAL DOOR SIGN 9	12.5	0
EIRE	22685	FRENCH BLUE METAL DOOR SIGN 0	12.5	0
EIRE	23069	EDWARDIAN PHOTO FRAME	12.5	0
EIRE	47341A	FUSCHIA TABLE RUN FLOWER	12.5	0
EIRE	23074	EMBOSSED HEART TRINKET BOX	12.48	0
EIRE	23242	TREASURE TIN BUFFALO BILL	12.48	0
EIRE	23335	EGG FRYING PAN IVORY	12.48	0
EIRE	23336	EGG FRYING PAN PINK	12.48	0
EIRE	23337	EGG FRYING PAN MINT	12.48	0
EIRE	23338	EGG FRYING PAN RED	12.48	0
EIRE	23339	EGG FRYING PAN BLUE	12.48	0
EIRE	23392	SPACEBOY ROCKET LOLLY MAKERS	12.48	0
EIRE	84563A	PINK & WHITE BREAKFAST TRAY	11.9	0
EIRE	84709B	PINK OVAL JEWELLED MIRROR	11.9	0
EIRE	22454	MEASURING TAPE BABUSHKA RED	11.8	0
EIRE	22530	MAGIC DRAWING SLATE DOLLY GIRL	11.76	0
EIRE	22536	MAGIC DRAWING SLATE PURDEY	11.76	0
EIRE	21459	YELLOW EASTER EGG HUNT START POST	11.7	0
EIRE	21460	GREEN EASTER EGG HUNT START POST	11.7	0
EIRE	23451	SQUARE MINI PORTRAIT FRAME	11.7	0
EIRE	23452	HEART MINI PORTRAIT FRAME	11.7	0
EIRE	47348A	FUSCHIA VOILE POINTY SHOE DEC	11.7	0
EIRE	47594B	SCOTTIES DESIGN WASHBAG	11.7	0
EIRE	37446	MINI CAKE STAND WITH HANGING CAKES	11.6	0
EIRE	46000S	POLYESTER FILLER PAD 40x40cm	11.6	0
EIRE	20668	DISCO BALL CHRISTMAS DECORATION	11.52	0
EIRE	21402	RED  EGG  SPOON	11.52	0
EIRE	16156L	"WRAP, CAROUSEL"	10.5	0
EIRE	21497	FANCY FONTS BIRTHDAY WRAP	10.5	0
EIRE	22038	BOTANICAL LAVENDER GIFT WRAP	10.5	0
EIRE	22051	BLUE SCANDINAVIAN PAISLEY WRAP	10.5	0
EIRE	22377	BOTTLE BAG RETROSPOT	10.5	0
EIRE	22709	WRAP WEDDING DAY	10.5	0
EIRE	22986	GINGHAM ROSE WRAP	10.5	0
EIRE	22986	WRAP GINGHAM ROSE	10.5	0
EIRE	23231	WRAP  VINTAGE DOILY	10.5	0
EIRE	23231	WRAP DOILEY DESIGN	10.5	0
EIRE	23549	WRAP BIRD GARDEN	10.5	0
EIRE	23550	WRAP ALPHABET POSTER	10.5	0
EIRE	23691	WRAP KEEP CALM BIRTHDAY	10.5	0
EIRE	23692	WRAP A PRETTY THANK YOU	10.5	0
EIRE	23366	SET 12 COLOURING PENCILS DOILY	10.4	0
EIRE	10002	INFLATABLE POLITICAL GLOBE	10.2	0
EIRE	20755	BLUE PAISLEY POCKET BOOK	10.2	0
EIRE	20839	FRENCH PAISLEY CUSHION COVER	10.2	0
EIRE	20840	FRENCH FLORAL CUSHION COVER	10.2	0
EIRE	21059	PARTY INVITES DINOSAURS	10.2	0
EIRE	21060	PARTY INVITES BALLOON GIRL	10.2	0
EIRE	21062	PARTY INVITES SPACEMAN	10.2	0
EIRE	21063	PARTY INVITES JAZZ HEARTS	10.2	0
EIRE	21389	IVORY HANGING DECORATION  BIRD	10.2	0
EIRE	21442	GREEN BIRDHOUSE DECORATION	10.2	0
EIRE	21454	PAINTED PINK RABBIT	10.2	0
EIRE	21455	PAINTED YELLOW WOODEN DAISY	10.2	0
EIRE	21544	SKULLS  WATER TRANSFER TATTOOS	10.2	0
EIRE	21675	BUTTERFLIES STICKERS	10.2	0
EIRE	21878	PACK OF 6 SANDCASTLE FLAGS ASSORTED	10.2	0
EIRE	21945	STRAWBERRIES  DESIGN FLANNEL	10.2	0
EIRE	22129	PARTY CONES CANDY TREE DECORATION	10.2	0
EIRE	22132	RED LOVE HEART SHAPE CUP	10.2	0
EIRE	22219	LOVEBIRD HANGING DECORATION WHITE	10.2	0
EIRE	22321	BIRD DECORATION RED RETROSPOT	10.2	0
EIRE	22521	CHILDS GARDEN TROWEL PINK	10.2	0
EIRE	22523	CHILDS GARDEN FORK PINK	10.2	0
EIRE	22603	CHRISTMAS RETROSPOT TREE WOOD	10.2	0
EIRE	22754	SMALL RED BABUSHKA NOTEBOOK	10.2	0
EIRE	22922	FRIDGE MAGNETS US DINER ASSORTED	10.2	0
EIRE	22930	BAKING MOULD HEART MILK CHOCOLATE	10.2	0
EIRE	79403	FROSTED WHITE BASE	10.2	0
EIRE	84452	METAL RABBIT LADDER EASTER	10.2	0
EIRE	84559A	3D SHEET OF DOG STICKERS	10.2	0
EIRE	84559B	3D SHEET OF CAT STICKERS	10.2	0
EIRE	84798B	PURPLE FOXGLOVE ARTIIFCIAL FLOWER	10.2	0
EIRE	84821	DANISH ROSE DELUXE COASTER	10.2	0
EIRE	85188A	GREEN METAL SWINGING BUNNY	10.2	0
EIRE	85231G	ORANGE SCENTED SET/9 T-LIGHTS	10.2	0
EIRE	22663	JUMBO BAG DOLLY GIRL DESIGN	10.14	0
EIRE	21830	ASSORTED CREEPY CRAWLIES	10.08	0
EIRE	22024	RAINY LADIES BIRTHDAY CARD	10.08	0
EIRE	22029	SPACEBOY BIRTHDAY CARD	10.08	0
EIRE	22152	PLACE SETTING WHITE STAR	10.08	0
EIRE	22537	MAGIC DRAWING SLATE DINOSAUR	10.08	0
EIRE	22539	MINI JIGSAW DOLLY GIRL	10.08	0
EIRE	22540	MINI JIGSAW CIRCUS PARADE	10.08	0
EIRE	22545	MINI JIGSAW BUNNIES	10.08	0
EIRE	22546	MINI JIGSAW PURDEY	10.08	0
EIRE	22712	CARD DOLLY GIRL	10.08	0
EIRE	22714	CARD BIRTHDAY COWBOY	10.08	0
EIRE	22915	ASSORTED BOTTLE TOP  MAGNETS	10.08	0
EIRE	22994	TRAVEL CARD WALLET RETROSPOT	10.08	0
EIRE	23000	TRAVEL CARD WALLET TRANSPORT	10.08	0
EIRE	23004	TRAVEL CARD WALLET PANTRY	10.08	0
EIRE	23006	TRAVEL CARD WALLET FLOWER MEADOW	10.08	0
EIRE	23697	A PRETTY THANK YOU CARD	10.08	0
EIRE	35095A	BLUE VICTORIAN FABRIC OVAL BOX	10.08	0
EIRE	84247G	"DECOUPAGE,GREETING CARD,"	10.08	0
EIRE	84596L	BISCUITS SMALL BOWL LIGHT BLUE	10.08	0
EIRE	85017B	ENVELOPE 50 BLOSSOM IMAGES	10.08	0
EIRE	85186C	BUNNY EGG GARLAND	10.08	0
EIRE	20674	GREEN POLKADOT BOWL	10	0
EIRE	20675	BLUE POLKADOT BOWL	10	0
EIRE	20677	PINK POLKADOT BOWL	10	0
EIRE	82613C	"METAL SIGN,CUPCAKE SINGLE HOOK"	10	0
EIRE	82613D	METAL SIGN CUPCAKE SINGLE HOOK	10	0
EIRE	23122	PARTY CHARMS 50 PIECES	9.96	0
EIRE	23123	COCKTAIL SWORDS 50 PIECES	9.96	0
EIRE	23222	CHRISTMAS TREE HANGING GOLD	9.96	0
EIRE	23224	CHERUB HEART DECORATION GOLD	9.96	0
EIRE	23280	FOLDING BUTTERFLY MIRROR HOT PINK	9.96	0
EIRE	23473	WOODLAND SMALL RED FELT HEART	9.96	0
EIRE	23475	WOODLAND SMALL PINK FELT HEART	9.96	0
EIRE	35810B	ENAMEL BLUE RIM COFFEE CONTAINER	9.96	0
EIRE	47343A	FUSCHIA FLOWER PURSE WITH BEADS	9.96	0
EIRE	23414	ZINC BOX SIGN HOME	9.95	0
EIRE	84707A	SILVER JEWELLED MIRROR TRINKET TRAY	9.95	0
EIRE	84707B	PINK JEWELLED MIRROR TRINKET TRAY	9.95	0
EIRE	23029	DOORKNOB CRACKED GLAZE GREEN	9.9	0
EIRE	23031	DOORKNOB CRACKED GLAZE PINK	9.9	0
EIRE	23089	GLASS BON BON JAR	9.9	0
EIRE	90059A	DIAMANTE HAIR GRIP PACK/2 CRYSTAL	9.9	0
EIRE	90059B	DIAMANTE HAIR GRIP PACK/2 BLACK DIA	9.9	0
EIRE	90059C	DIAMANTE HAIR GRIP PACK/2 MONTANA	9.9	0
EIRE	90059D	DIAMANTE HAIR GRIP PACK/2 PERIDOT	9.9	0
EIRE	90059E	DIAMANTE HAIR GRIP PACK/2 RUBY	9.9	0
EIRE	90059F	DIAMANTE HAIR GRIP PACK/2 LT ROSE	9.9	0
EIRE	22396	MAGNETS PACK OF 4 RETRO PHOTO	9.68	0
EIRE	21822	GLITTER CHRISTMAS TREE WITH BELLS	9.48	0
EIRE	23058	CHRISTMAS HANGING SNOWFLAKE	9.48	0
EIRE	75011	BLUE DAISY MOBILE	9.48	0
EIRE	84402B	PURPLE DRESS JEWELLERY STAND	9.48	0
EIRE	21162	TOXIC AREA  DOOR HANGER	9.36	0
EIRE	21634	ASSORTED MINI MADRAS NOTEBOOK	9.36	0
EIRE	23380	PACK OF 12 VINTAGE DOILY TISSUES	9.36	0
EIRE	21084	SET/6 COLLAGE PAPER CUPS	9.12	0
EIRE	21650	ASSORTED TUTTI FRUTTI BRACELET	9.12	0
EIRE	22043	CHRISTMAS CARD SCREEN PRINT	9.12	0
EIRE	22044	CHRISTMAS CARD STACK OF PRESENTS	9.12	0
EIRE	35968	FOLK ART METAL HEART T-LIGHT HOLDER	9.12	0
EIRE	84929	ASSTD FRUIT+FLOWERS FRIDGE MAGNETS	9.12	0
EIRE	85094	CANDY SPOT EGG WARMER RABBIT	9.12	0
EIRE	21373	MIRRORED WALL ART SNOWFLAKES	9	0
EIRE	21391	FRENCH LAVENDER SCENT HEART	9	0
EIRE	21656	RIDGED GLASS POSY VASE	8.7	0
EIRE	23034	DRAWER KNOB CERAMIC BLACK	8.7	0
EIRE	16054	POPART RECT PENCIL SHARPENER ASST	8.64	0
EIRE	16016	LARGE CHINESE STYLE SCISSOR	8.5	0
EIRE	20733	GOLD MINI TAPE MEASURE	8.5	0
EIRE	90018A	SILVER M.O.P ORBIT DROP EARRINGS	8.5	0
EIRE	90018B	GOLD M.O.P ORBIT DROP EARRINGS	8.5	0
EIRE	90018C	SILVER BLACK ORBIT DROP EARRINGS	8.5	0
EIRE	16014	SMALL CHINESE STYLE SCISSOR	8.4	0
EIRE	23506	MINI PLAYING CARDS SPACEBOY	8.4	0
EIRE	23508	MINI PLAYING CARDS DOLLY GIRL	8.4	0
EIRE	23509	MINI PLAYING CARDS FUN FAIR	8.4	0
EIRE	23510	MINI PLAYING CARDS GYMKHANA	8.4	0
EIRE	23239	SET OF 4 KNICK KNACK TINS POPPIES	8.3	0
EIRE	16219	HOUSE SHAPE PENCIL SHARPENER	8.28	0
EIRE	23051	RECYCLED ACAPULCO MAT BLUE	8.25	0
EIRE	23053	RECYCLED ACAPULCO MAT PINK	8.25	0
EIRE	22422	TOOTHPASTE TUBE PEN	7.8	0
EIRE	84950	ASSORTED COLOUR T-LIGHT HOLDER	7.8	0
EIRE	35933	PINK STOCKING CHRISTMAS DECORATION	7.6	0
EIRE	21829	DINOSAUR KEYRINGS ASSORTED	7.56	0
EIRE	20765	CHRYSANTHEMUM SKETCHBOOK	7.5	0
EIRE	23574	PACKING CHARGE	7.5	0
EIRE	82011B	BATHROOM SCALES RUBBER DUCKS	7.5	0
EIRE	84744	S/6 SEW ON CROCHET FLOWERS	7.5	0
EIRE	85096	HILDA CANDY SPOT RABBIT	7.5	0
EIRE	85172	HYACINTH BULB T-LIGHT CANDLES	7.14	0
EIRE	22231	JIGSAW TREE WITH BIRDHOUSE	7.08	0
EIRE	21967	PACK OF 12 SKULL TISSUES	6.96	0
EIRE	84926E	FLOWERS TILE COASTER	6.96	0
